,,,,,,50-70,,70-90,,90-110,,110-130,
ECG RR interval,BCG RR interval,,Mean interval,Difference,,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC
0.52,0.51,,0.515,0.01,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.5,0.505,,0.5025,-0.005,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.538,0.525,,0.5315,0.013,,,,,,,,,
0.5,0.505,,0.5025,-0.005,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.462,0.47,,0.466,-0.008,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.478,0.465,,0.4715,0.013,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.54,0.52,,0.53,0.02,,,,,,,,,
0.54,0.535,,0.5375,0.005,,,,,,,,,
0.56,0.545,,0.5525,0.015,,,,,,,,,
0.538,0.53,,0.534,0.008,,,,,,,,,
0.562,0.55,,0.556,0.012,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.538,0.54,,0.539,-0.002,,,,,,,,,
0.562,0.53,,0.546,0.032,,,,,,,,,
0.562,0.575,,0.5685,-0.013,,,,,,,,,
0.598,0.57,,0.584,0.028,,,,,,,,,
0.58,0.56,,0.57,0.02,,,,,,,,,
0.538,0.545,,0.5415,-0.007,,,,,,,,,
0.582,0.565,,0.5735,0.017,,,,,,,,,
0.54,0.53,,0.535,0.01,,,,,,,,,
0.54,0.54,,0.54,3.00E-15,,,,,,,,,
0.54,0.515,,0.5275,0.025,,,,,,,,,
0.54,0.54,,0.54,-9.99E-16,,,,,,,,,
0.58,0.525,,0.5525,0.055,,,,,,,,,
0.58,0.6,,0.59,-0.02,,,,,,,,,
0.58,0.6,,0.59,-0.02,,,,,,,,,
0.618,0.605,,0.6115,0.013,,,,,,,,,
0.604,0.555,,0.5795,0.049,,,,,,,,,
0.578,0.605,,0.5915,-0.027,,,,,,,,,
0.558,0.525,,0.5415,0.033,,,,,,,,,
0.562,0.545,,0.5535,0.017,,,,,,,,,
0.54,0.525,,0.5325,0.015,,,,,,,,,
0.56,0.55,,0.555,0.01,,,,,,,,,
0.56,0.55,,0.555,0.01,,,,,,,,,
0.54,0.51,,0.525,0.03,,,,,,,,,
0.52,0.52,,0.52,0,,,,,,,,,
0.52,0.525,,0.5225,-0.005,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.562,0.545,,0.5535,0.017,,,,,,,,,
0.558,0.55,,0.554,0.008,,,,,,,,,
0.542,0.535,,0.5385,0.007,,,,,,,,,
0.56,0.535,,0.5475,0.025,,,,,,,,,
0.538,0.54,,0.539,-0.002,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.478,0.48,,0.479,-0.002,,,,,,,,,
0.522,0.51,,0.516,0.012,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.56,0.54,,0.55,0.02,,,,,,,,,
0.54,0.54,,0.54,-9.99E-16,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.52,0.535,,0.5275,-0.015,,,,,,,,,
0.578,0.525,,0.5515,0.053,,,,,,,,,
0.502,0.525,,0.5135,-0.023,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.54,0.53,,0.535,0.01,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.562,0.56,,0.561,0.002,,,,,,,,,
0.44,0.385,,0.4125,0.055,,,,,,,,,
0.4,0.415,,0.4075,-0.015,,,,,,,,,
0.418,0.425,,0.4215,-0.007,,,,,,,,,
0.44,0.42,,0.43,0.02,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.502,0.455,,0.4785,0.047,,,,,,,,,
0.46,0.47,,0.465,-0.01,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.52,0.525,,0.5225,-0.005,,,,,,,,,
0.56,0.535,,0.5475,0.025,,,,,,,,,
0.58,0.57,,0.575,0.01,,,,,,,,,
0.58,0.57,,0.575,0.01,,,,,,,,,
0.56,0.56,,0.56,0,,,,,,,,,
0.538,0.52,,0.529,0.018,,,,,,,,,
0.582,0.57,,0.576,0.012,,,,,,,,,
0.518,0.515,,0.5165,0.003,,,,,,,,,
0.542,0.52,,0.531,0.022,,,,,,,,,
0.56,0.57,,0.565,-0.01,,,,,,,,,
0.562,0.54,,0.551,0.022,,,,,,,,,
0.576,0.555,,0.5655,0.021,,,,,,,,,
0.6,0.57,,0.585,0.03,,,,,,,,,
0.56,0.56,,0.56,-9.99E-16,,,,,,,,,
0.56,0.545,,0.5525,0.015,,,,,,,,,
0.56,0.55,,0.555,0.01,,,,,,,,,
0.6,0.575,,0.5875,0.025,,,,,,,,,
0.542,0.55,,0.546,-0.008,,,,,,,,,
0.558,0.535,,0.5465,0.023,,,,,,,,,
0.6,0.58,,0.59,0.02,,,,,,,,,
0.562,0.57,,0.566,-0.008,,,,,,,,,
0.54,0.53,,0.535,0.01,,,,,,,,,
0.52,0.54,,0.53,-0.02,,,,,,,,,
0.56,0.53,,0.545,0.03,,,,,,,,,
0.558,0.56,,0.559,-0.002,,,,,,,,,
0.522,0.515,,0.5185,0.007,,,,,,,,,
0.52,0.5,,0.51,0.02,,,,,,,,,
0.562,0.54,,0.551,0.022,,,,,,,,,
0.518,0.52,,0.519,-0.002,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.54,0.52,,0.53,0.02,,,,,,,,,
0.558,0.555,,0.5565,0.003,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.54,0.525,,0.5325,0.015,,,,,,,,,
0.538,0.525,,0.5315,0.013,,,,,,,,,
0.522,0.515,,0.5185,0.007,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.518,0.515,,0.5165,0.003,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.54,0.54,,0.54,-9.99E-16,,,,,,,,,
0.54,0.525,,0.5325,0.015,,,,,,,,,
0.518,0.505,,0.5115,0.013,,,,,,,,,
0.502,0.51,,0.506,-0.008,,,,,,,,,
0.54,0.52,,0.53,0.02,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.52,0.52,,0.52,0,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.462,0.46,,0.461,0.002,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.44,0.435,,0.4375,0.005,,,,,,,,,
0.578,0.53,,0.554,0.048,,,,,,,,,
0.602,0.585,,0.5935,0.017,,,,,,,,,
0.56,0.56,,0.56,0,,,,,,,,,
0.56,0.555,,0.5575,0.005,,,,,,,,,
0.598,0.605,,0.6015,-0.007,,,,,,,,,
0.562,0.525,,0.5435,0.037,,,,,,,,,
0.58,0.595,,0.5875,-0.015,,,,,,,,,
0.538,0.535,,0.5365,0.003,,,,,,,,,
0.562,0.53,,0.546,0.032,,,,,,,,,
0.58,0.595,,0.5875,-0.015,,,,,,,,,
0.54,0.51,,0.525,0.03,,,,,,,,,
0.58,0.58,,0.58,0,,,,,,,,,
0.52,0.5,,0.51,0.02,,,,,,,,,
0.54,0.535,,0.5375,0.005,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.518,0.525,,0.5215,-0.007,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.518,0.495,,0.5065,0.023,,,,,,,,,
0.482,0.46,,0.471,0.022,,,,,,,,,
0.518,0.53,,0.524,-0.012,,,,,,,,,
0.5,0.465,,0.4825,0.035,,,,,,,,,
0.522,0.515,,0.5185,0.007,,,,,,,,,
0.5,0.505,,0.5025,-0.005,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.498,0.51,,0.504,-0.012,,,,,,,,,
0.502,0.46,,0.481,0.042,,,,,,,,,
0.458,0.475,,0.4665,-0.017,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.462,0.43,,0.446,0.032,,,,,,,,,
0.458,0.46,,0.459,-0.002,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.48,0.455,,0.4675,0.025,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.538,0.525,,0.5315,0.013,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.52,0.545,,0.5325,-0.025,,,,,,,,,
0.46,0.42,,0.44,0.04,,,,,,,,,
0.442,0.43,,0.436,0.012,,,,,,,,,
0.46,0.465,,0.4625,-0.005,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.518,0.52,,0.519,-0.002,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.478,0.48,,0.479,-0.002,,,,,,,,,
0.54,0.505,,0.5225,0.035,,,,,,,,,
0.502,0.515,,0.5085,-0.013,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.498,0.48,,0.489,0.018,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.478,0.49,,0.484,-0.012,,,,,,,,,
0.54,0.515,,0.5275,0.025,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.518,0.505,,0.5115,0.013,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.502,0.525,,0.5135,-0.023,,,,,,,,,
0.54,0.505,,0.5225,0.035,,,,,,,,,
0.52,0.525,,0.5225,-0.005,,,,,,,,,
0.52,0.5,,0.51,0.02,,,,,,,,,
0.54,0.54,,0.54,3.00E-15,,,,,,,,,
0.54,0.525,,0.5325,0.015,,,,,,,,,
0.302,0.37,,0.336,-0.068,,,,,,,,,
0.458,0.44,,0.449,0.018,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.458,0.44,,0.449,0.018,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.542,0.525,,0.5335,0.017,,,,,,,,,
0.5,0.515,,0.5075,-0.015,,,,,,,,,
0.518,0.495,,0.5065,0.023,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.48,0.485,,0.4825,-0.005,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.482,0.48,,0.481,0.002,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.522,0.525,,0.5235,-0.003,,,,,,,,,
0.518,0.495,,0.5065,0.023,,,,,,,,,
0.542,0.54,,0.541,0.002,,,,,,,,,
0.52,0.495,,0.5075,0.025,,,,,,,,,
0.498,0.5,,0.499,-0.002,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.542,0.51,,0.526,0.032,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.54,0.54,,0.54,-9.99E-16,,,,,,,,,
0.522,0.485,,0.5035,0.037,,,,,,,,,
0.578,0.565,,0.5715,0.013,,,,,,,,,
0.56,0.585,,0.5725,-0.025,,,,,,,,,
0.48,0.49,,0.485,-0.01,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.438,0.445,,0.4415,-0.007,,,,,,,,,
0.482,0.455,,0.4685,0.027,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.484,0.465,,0.4745,0.019,,,,,,,,,
0.476,0.475,,0.4755,0.001,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.498,0.48,,0.489,0.018,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.498,0.49,,0.494,0.008,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.518,0.505,,0.5115,0.013,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.498,0.49,,0.494,0.008,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.46,0.46,,0.46,9.99E-16,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.48,0.485,,0.4825,-0.005,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.54,0.525,,0.5325,0.015,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.5,0.51,,0.505,-0.01,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.498,0.485,,0.4915,0.013,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.475,,0.4885,0.027,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.46,0.475,,0.4675,-0.015,,,,,,,,,
0.48,0.46,,0.47,0.02,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.5,0.465,,0.4825,0.035,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.46,0.475,,0.4675,-0.015,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
0.462,0.445,,0.4535,0.017,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.462,0.46,,0.461,0.002,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.462,0.435,,0.4485,0.027,,,,,,,,,
0.44,0.445,,0.4425,-0.005,,,,,,,,,
0.46,0.47,,0.465,-0.01,,,,,,,,,
0.478,0.455,,0.4665,0.023,,,,,,,,,
0.462,0.435,,0.4485,0.027,,,,,,,,,
0.44,0.43,,0.435,0.01,,,,,,,,,
0.438,0.44,,0.439,-0.002,,,,,,,,,
0.46,0.47,,0.465,-0.01,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.522,0.505,,0.5135,0.017,,,,,,,,,
0.518,0.505,,0.5115,0.013,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.518,0.49,,0.504,0.028,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.478,0.485,,0.4815,-0.007,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.462,0.43,,0.446,0.032,,,,,,,,,
0.42,0.43,,0.425,-0.01,,,,,,,,,
0.438,0.44,,0.439,-0.002,,,,,,,,,
0.422,0.41,,0.416,0.012,,,,,,,,,
0.418,0.415,,0.4165,0.003,,,,,,,,,
0.462,0.425,,0.4435,0.037,,,,,,,,,
0.48,0.495,,0.4875,-0.015,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.538,0.53,,0.534,0.008,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.458,0.46,,0.459,-0.002,,,,,,,,,
0.462,0.44,,0.451,0.022,,,,,,,,,
0.46,0.44,,0.45,0.02,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.478,0.465,,0.4715,0.013,,,,,,,,,
0.462,0.465,,0.4635,-0.003,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.498,0.475,,0.4865,0.023,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.502,0.475,,0.4885,0.027,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.5,0.51,,0.505,-0.01,,,,,,,,,
0.54,0.51,,0.525,0.03,,,,,,,,,
0.498,0.52,,0.509,-0.022,,,,,,,,,
0.462,0.43,,0.446,0.032,,,,,,,,,
0.418,0.43,,0.424,-0.012,,,,,,,,,
0.442,0.435,,0.4385,0.007,,,,,,,,,
0.44,0.42,,0.43,0.02,,,,,,,,,
0.4,0.435,,0.4175,-0.035,,,,,,,,,
0.46,0.425,,0.4425,0.035,,,,,,,,,
0.418,0.445,,0.4315,-0.027,,,,,,,,,
0.462,0.43,,0.446,0.032,,,,,,,,,
0.478,0.435,,0.4565,0.043,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.44,0.48,,0.46,-0.04,,,,,,,,,
0.46,0.47,,0.465,-0.01,,,,,,,,,
0.42,0.45,,0.435,-0.03,,,,,,,,,
0.478,0.45,,0.464,0.028,,,,,,,,,
0.44,0.45,,0.445,-0.01,,,,,,,,,
0.48,0.45,,0.465,0.03,,,,,,,,,
0.502,0.45,,0.476,0.052,,,,,,,,,
0.518,0.495,,0.5065,0.023,,,,,,,,,
0.522,0.52,,0.521,0.002,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.52,0.52,,0.52,0,,,,,,,,,
0.52,0.52,,0.52,9.99E-16,,,,,,,,,
0.518,0.52,,0.519,-0.002,,,,,,,,,
0.502,0.53,,0.516,-0.028,,,,,,,,,
0.478,0.505,,0.4915,-0.027,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.542,0.495,,0.5185,0.047,,,,,,,,,
0.54,0.535,,0.5375,0.005,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.54,0.535,,0.5375,0.005,,,,,,,,,
0.54,0.545,,0.5425,-0.005,,,,,,,,,
0.52,0.55,,0.535,-0.03,,,,,,,,,
0.442,0.445,,0.4435,-0.003,,,,,,,,,
0.42,0.435,,0.4275,-0.015,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.44,0.455,,0.4475,-0.015,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.482,0.49,,0.486,-0.008,,,,,,,,,
0.478,0.485,,0.4815,-0.007,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.5,0.505,,0.5025,-0.005,,,,,,,,,
0.442,0.45,,0.446,-0.008,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.458,0.46,,0.459,-0.002,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.518,0.515,,0.5165,0.003,,,,,,,,,
0.482,0.48,,0.481,0.002,,,,,,,,,
0.478,0.485,,0.4815,-0.007,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.478,0.49,,0.484,-0.012,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.458,0.46,,0.459,-0.002,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.46,0.475,,0.4675,-0.015,,,,,,,,,
0.498,0.47,,0.484,0.028,,,,,,,,,
0.482,0.485,,0.4835,-0.003,,,,,,,,,
0.438,0.445,,0.4415,-0.007,,,,,,,,,
0.46,0.47,,0.465,-0.01,,,,,,,,,
0.48,0.49,,0.485,-0.01,,,,,,,,,
0.48,0.49,,0.485,-0.01,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.48,0.485,,0.4825,-0.005,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.462,0.465,,0.4635,-0.003,,,,,,,,,
0.458,0.445,,0.4515,0.013,,,,,,,,,
0.462,0.45,,0.456,0.012,,,,,,,,,
0.42,0.415,,0.4175,0.005,,,,,,,,,
0.44,0.42,,0.43,0.02,,,,,,,,,
0.42,0.42,,0.42,0,,,,,,,,,
0.438,0.435,,0.4365,0.003,,,,,,,,,
0.46,0.435,,0.4475,0.025,,,,,,,,,
0.442,0.455,,0.4485,-0.013,,,,,,,,,
0.48,0.45,,0.465,0.03,,,,,,,,,
0.478,0.495,,0.4865,-0.017,,,,,,,,,
0.48,0.45,,0.465,0.03,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.462,0.465,,0.4635,-0.003,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.46,0.44,,0.45,0.02,,,,,,,,,
0.442,0.42,,0.431,0.022,,,,,,,,,
0.418,0.425,,0.4215,-0.007,,,,,,,,,
0.442,0.45,,0.446,-0.008,,,,,,,,,
0.48,0.49,,0.485,-0.01,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.484,0.48,,0.482,0.004,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.498,0.48,,0.489,0.018,,,,,,,,,
0.462,0.465,,0.4635,-0.003,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.44,0.45,,0.445,-0.01,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.46,0.46,,0.46,9.99E-16,,,,,,,,,
0.48,0.46,,0.47,0.02,,,,,,,,,
0.438,0.445,,0.4415,-0.007,,,,,,,,,
0.48,0.455,,0.4675,0.025,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.46,0.46,,0.46,9.99E-16,,,,,,,,,
0.418,0.43,,0.424,-0.012,,,,,,,,,
0.442,0.425,,0.4335,0.017,,,,,,,,,
0.438,0.43,,0.434,0.008,,,,,,,,,
0.482,0.44,,0.461,0.042,,,,,,,,,
0.42,0.445,,0.4325,-0.025,,,,,,,,,
0.44,0.43,,0.435,0.01,,,,,,,,,
0.44,0.43,,0.435,0.01,,,,,,,,,
0.46,0.44,,0.45,0.02,,,,,,,,,
0.44,0.445,,0.4425,-0.005,,,,,,,,,
0.48,0.455,,0.4675,0.025,,,,,,,,,
0.462,0.45,,0.456,0.012,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.462,0.445,,0.4535,0.017,,,,,,,,,
0.44,0.44,,0.44,0,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
