,,,,,,50-70,,70-90,,90-110,,110-130,
ECG RR interval,BCG RR interval,,Mean interval,Difference,,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC,Accuracy,PCC
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.442,0.435,,0.4385,0.007,,,,,,,,,
0.46,0.445,,0.4525,0.015,,,,,,,,,
0.438,0.445,,0.4415,-0.007,,,,,,,,,
0.462,0.445,,0.4535,0.017,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.44,0.44,,0.44,-2.00E-15,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.5,0.555,,0.5275,-0.055,,,,,,,,,
0.442,0.465,,0.4535,-0.023,,,,,,,,,
0.438,0.43,,0.434,0.008,,,,,,,,,
0.46,0.435,,0.4475,0.025,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.462,0.46,,0.461,0.002,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.5,0.475,,0.4875,0.025,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.482,0.46,,0.471,0.022,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.478,0.48,,0.479,-0.002,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.492,0.395,,0.4435,0.097,,,,,,,,,
0.492,0.495,,0.4935,-0.003,,,,,,,,,
0.494,0.495,,0.4945,-0.001,,,,,,,,,
0.532,0.49,,0.511,0.042,,,,,,,,,
0.53,0.52,,0.525,0.01,,,,,,,,,
0.492,0.53,,0.511,-0.038,,,,,,,,,
0.494,0.495,,0.4945,-0.001,,,,,,,,,
0.49,0.485,,0.4875,0.005,,,,,,,,,
0.492,0.5,,0.496,-0.008,,,,,,,,,
0.474,0.485,,0.4795,-0.011,,,,,,,,,
0.45,0.46,,0.455,-0.01,,,,,,,,,
0.454,0.45,,0.452,0.004,,,,,,,,,
0.472,0.455,,0.4635,0.017,,,,,,,,,
0.452,0.465,,0.4585,-0.013,,,,,,,,,
0.432,0.455,,0.4435,-0.023,,,,,,,,,
0.43,0.435,,0.4325,-0.005,,,,,,,,,
0.452,0.435,,0.4435,0.017,,,,,,,,,
0.494,0.45,,0.472,0.044,,,,,,,,,
0.51,0.485,,0.4975,0.025,,,,,,,,,
0.492,0.505,,0.4985,-0.013,,,,,,,,,
0.454,0.495,,0.4745,-0.041,,,,,,,,,
0.452,0.45,,0.451,0.002,,,,,,,,,
0.432,0.455,,0.4435,-0.023,,,,,,,,,
0.452,0.44,,0.446,0.012,,,,,,,,,
0.452,0.435,,0.4435,0.017,,,,,,,,,
0.472,0.485,,0.4785,-0.013,,,,,,,,,
0.512,0.44,,0.476,0.072,,,,,,,,,
0.512,0.5,,0.506,0.012,,,,,,,,,
0.532,0.545,,0.5385,-0.013,,,,,,,,,
0.532,0.495,,0.5135,0.037,,,,,,,,,
0.53,0.535,,0.5325,-0.005,,,,,,,,,
0.534,0.54,,0.537,-0.006,,,,,,,,,
0.532,0.53,,0.531,0.002,,,,,,,,,
0.512,0.535,,0.5235,-0.023,,,,,,,,,
0.432,0.455,,0.4435,-0.023,,,,,,,,,
0.436,0.43,,0.433,0.006,,,,,,,,,
0.434,0.43,,0.432,0.004,,,,,,,,,
0.414,0.41,,0.412,0.004,,,,,,,,,
0.414,0.41,,0.412,0.004,,,,,,,,,
0.414,0.42,,0.417,-0.006,,,,,,,,,
0.432,0.43,,0.431,0.002,,,,,,,,,
0.436,0.43,,0.433,0.006,,,,,,,,,
0.432,0.435,,0.4335,-0.003,,,,,,,,,
0.434,0.425,,0.4295,0.009,,,,,,,,,
0.456,0.445,,0.4505,0.011,,,,,,,,,
0.452,0.46,,0.456,-0.008,,,,,,,,,
0.436,0.445,,0.4405,-0.009,,,,,,,,,
0.452,0.445,,0.4485,0.007,,,,,,,,,
0.454,0.45,,0.452,0.004,,,,,,,,,
0.474,0.465,,0.4695,0.009,,,,,,,,,
0.492,0.49,,0.491,0.002,,,,,,,,,
0.51,0.52,,0.515,-0.01,,,,,,,,,
0.492,0.48,,0.486,0.012,,,,,,,,,
0.474,0.465,,0.4695,0.009,,,,,,,,,
0.452,0.46,,0.456,-0.008,,,,,,,,,
0.474,0.47,,0.472,0.004,,,,,,,,,
0.47,0.475,,0.4725,-0.005,,,,,,,,,
0.474,0.48,,0.477,-0.006,,,,,,,,,
0.51,0.52,,0.515,-0.01,,,,,,,,,
0.534,0.505,,0.5195,0.029,,,,,,,,,
0.532,0.535,,0.5335,-0.003,,,,,,,,,
0.53,0.53,,0.53,0,,,,,,,,,
0.534,0.535,,0.5345,-0.001,,,,,,,,,
0.512,0.505,,0.5085,0.007,,,,,,,,,
0.478,0.49,,0.484,-0.012,,,,,,,,,
0.482,0.48,,0.481,0.002,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.46,0.445,,0.4525,0.015,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.498,0.49,,0.494,0.008,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.46,0.445,,0.4525,0.015,,,,,,,,,
0.44,0.435,,0.4375,0.005,,,,,,,,,
0.46,0.445,,0.4525,0.015,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.44,0.45,,0.445,-0.01,,,,,,,,,
0.44,0.415,,0.4275,0.025,,,,,,,,,
0.42,0.405,,0.4125,0.015,,,,,,,,,
0.438,0.42,,0.429,0.018,,,,,,,,,
0.44,0.445,,0.4425,-0.005,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.518,0.56,,0.539,-0.042,,,,,,,,,
0.42,0.39,,0.405,0.03,,,,,,,,,
0.42,0.45,,0.435,-0.03,,,,,,,,,
0.478,0.465,,0.4715,0.013,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.478,0.485,,0.4815,-0.007,,,,,,,,,
0.482,0.48,,0.481,0.002,,,,,,,,,
0.44,0.45,,0.445,-0.01,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.478,0.485,,0.4815,-0.007,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.498,0.51,,0.504,-0.012,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.48,0.485,,0.4825,-0.005,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.48,0.495,,0.4875,-0.015,,,,,,,,,
0.502,0.51,,0.506,-0.008,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.438,0.44,,0.439,-0.002,,,,,,,,,
0.482,0.46,,0.471,0.022,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.44,0.45,,0.445,-0.01,,,,,,,,,
0.44,0.445,,0.4425,-0.005,,,,,,,,,
0.44,0.44,,0.44,0,,,,,,,,,
0.42,0.41,,0.415,0.01,,,,,,,,,
0.44,0.44,,0.44,0,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.44,0.435,,0.4375,0.005,,,,,,,,,
0.44,0.445,,0.4425,-0.005,,,,,,,,,
0.438,0.455,,0.4465,-0.017,,,,,,,,,
0.442,0.46,,0.451,-0.018,,,,,,,,,
0.402,0.4,,0.401,0.002,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.505,,0.5025,-0.005,,,,,,,,,
0.5,0.51,,0.505,-0.01,,,,,,,,,
0.46,0.465,,0.4625,-0.005,,,,,,,,,
0.462,0.47,,0.466,-0.008,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.498,0.49,,0.494,0.008,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.52,0.53,,0.525,-0.01,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.46,0.475,,0.4675,-0.015,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.482,0.485,,0.4835,-0.003,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.442,0.455,,0.4485,-0.013,,,,,,,,,
0.44,0.44,,0.44,0,,,,,,,,,
0.44,0.43,,0.435,0.01,,,,,,,,,
0.438,0.44,,0.439,-0.002,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.462,0.45,,0.456,0.012,,,,,,,,,
0.46,0.465,,0.4625,-0.005,,,,,,,,,
0.46,0.49,,0.475,-0.03,,,,,,,,,
0.46,0.46,,0.46,0,,,,,,,,,
0.42,0.48,,0.45,-0.06,,,,,,,,,
0.538,0.51,,0.524,0.028,,,,,,,,,
0.5,0.47,,0.485,0.03,,,,,,,,,
0.462,0.445,,0.4535,0.017,,,,,,,,,
0.458,0.445,,0.4515,0.013,,,,,,,,,
0.462,0.445,,0.4535,0.017,,,,,,,,,
0.438,0.43,,0.434,0.008,,,,,,,,,
0.442,0.425,,0.4335,0.017,,,,,,,,,
0.438,0.445,,0.4415,-0.007,,,,,,,,,
0.462,0.47,,0.466,-0.008,,,,,,,,,
0.478,0.49,,0.484,-0.012,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.478,0.48,,0.479,-0.002,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.478,0.48,,0.479,-0.002,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.498,0.495,,0.4965,0.003,,,,,,,,,
0.502,0.51,,0.506,-0.008,,,,,,,,,
0.538,0.51,,0.524,0.028,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.518,0.525,,0.5215,-0.007,,,,,,,,,
0.542,0.5,,0.521,0.042,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.52,0.51,,0.515,0.01,,,,,,,,,
0.518,0.505,,0.5115,0.013,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.52,0.515,,0.5175,0.005,,,,,,,,,
0.5,0.515,,0.5075,-0.015,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.484,0.47,,0.477,0.014,,,,,,,,,
0.476,0.475,,0.4755,0.001,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.498,0.495,,0.4965,0.003,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.502,0.495,,0.4985,0.007,,,,,,,,,
0.518,0.51,,0.514,0.008,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.522,0.505,,0.5135,0.017,,,,,,,,,
0.538,0.525,,0.5315,0.013,,,,,,,,,
0.52,0.505,,0.5125,0.015,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.46,0.44,,0.45,0.02,,,,,,,,,
0.44,0.44,,0.44,0,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.518,0.505,,0.5115,0.013,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.52,0.49,,0.505,0.03,,,,,,,,,
0.482,0.5,,0.491,-0.018,,,,,,,,,
0.45,0.435,,0.4425,0.015,,,,,,,,,
0.498,0.455,,0.4765,0.043,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.465,,0.4835,0.037,,,,,,,,,
0.498,0.49,,0.494,0.008,,,,,,,,,
0.5,0.475,,0.4875,0.025,,,,,,,,,
0.5,0.47,,0.485,0.03,,,,,,,,,
0.55,0.52,,0.535,0.03,,,,,,,,,
0.502,0.47,,0.486,0.032,,,,,,,,,
0.498,0.485,,0.4915,0.013,,,,,,,,,
0.55,0.52,,0.535,0.03,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.55,0.5,,0.525,0.05,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.5,0.51,,0.505,-0.01,,,,,,,,,
0.548,0.49,,0.519,0.058,,,,,,,,,
0.552,0.525,,0.5385,0.027,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.548,0.525,,0.5365,0.023,,,,,,,,,
0.5,0.465,,0.4825,0.035,,,,,,,,,
0.502,0.47,,0.486,0.032,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.448,0.44,,0.444,0.008,,,,,,,,,
0.502,0.45,,0.476,0.052,,,,,,,,,
0.45,0.455,,0.4525,-0.005,,,,,,,,,
0.45,0.425,,0.4375,0.025,,,,,,,,,
0.448,0.425,,0.4365,0.023,,,,,,,,,
0.502,0.465,,0.4835,0.037,,,,,,,,,
0.448,0.455,,0.4515,-0.007,,,,,,,,,
0.5,0.455,,0.4775,0.045,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.5,0.465,,0.4825,0.035,,,,,,,,,
0.502,0.455,,0.4785,0.047,,,,,,,,,
0.448,0.48,,0.464,-0.032,,,,,,,,,
0.502,0.45,,0.476,0.052,,,,,,,,,
0.45,0.43,,0.44,0.02,,,,,,,,,
0.448,0.445,,0.4465,0.003,,,,,,,,,
0.452,0.425,,0.4385,0.027,,,,,,,,,
0.45,0.42,,0.435,0.03,,,,,,,,,
0.45,0.43,,0.44,0.02,,,,,,,,,
0.45,0.43,,0.44,0.02,,,,,,,,,
0.45,0.43,,0.44,0.02,,,,,,,,,
0.45,0.415,,0.4325,0.035,,,,,,,,,
0.45,0.41,,0.43,0.04,,,,,,,,,
0.4,0.405,,0.4025,-0.005,,,,,,,,,
0.45,0.41,,0.43,0.04,,,,,,,,,
0.4,0.405,,0.4025,-0.005,,,,,,,,,
0.4,0.39,,0.395,0.01,,,,,,,,,
0.448,0.405,,0.4265,0.043,,,,,,,,,
0.45,0.44,,0.445,0.01,,,,,,,,,
0.502,0.465,,0.4835,0.037,,,,,,,,,
0.448,0.44,,0.444,0.008,,,,,,,,,
0.5,0.465,,0.4825,0.035,,,,,,,,,
0.502,0.475,,0.4885,0.027,,,,,,,,,
0.448,0.445,,0.4465,0.003,,,,,,,,,
0.502,0.45,,0.476,0.052,,,,,,,,,
0.448,0.43,,0.439,0.018,,,,,,,,,
0.402,0.415,,0.4085,-0.013,,,,,,,,,
0.448,0.405,,0.4265,0.043,,,,,,,,,
0.452,0.43,,0.441,0.022,,,,,,,,,
0.45,0.44,,0.445,0.01,,,,,,,,,
0.45,0.435,,0.4425,0.015,,,,,,,,,
0.448,0.42,,0.434,0.028,,,,,,,,,
0.45,0.43,,0.44,0.02,,,,,,,,,
0.5,0.455,,0.4775,0.045,,,,,,,,,
0.45,0.46,,0.455,-0.01,,,,,,,,,
0.5,0.46,,0.48,0.04,,,,,,,,,
0.5,0.475,,0.4875,0.025,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.5,0.465,,0.4825,0.035,,,,,,,,,
0.498,0.48,,0.489,0.018,,,,,,,,,
0.502,0.46,,0.481,0.042,,,,,,,,,
0.448,0.46,,0.454,-0.012,,,,,,,,,
0.5,0.465,,0.4825,0.035,,,,,,,,,
0.45,0.44,,0.445,0.01,,,,,,,,,
0.5,0.45,,0.475,0.05,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.448,0.445,,0.4465,0.003,,,,,,,,,
0.45,0.425,,0.4375,0.025,,,,,,,,,
0.45,0.425,,0.4375,0.025,,,,,,,,,
0.502,0.47,,0.486,0.032,,,,,,,,,
0.448,0.43,,0.439,0.018,,,,,,,,,
0.45,0.44,,0.445,0.01,,,,,,,,,
0.502,0.465,,0.4835,0.037,,,,,,,,,
0.448,0.44,,0.444,0.008,,,,,,,,,
0.5,0.45,,0.475,0.05,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.452,0.45,,0.451,0.002,,,,,,,,,
0.498,0.45,,0.474,0.048,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.498,0.47,,0.484,0.028,,,,,,,,,
0.5,0.46,,0.48,0.04,,,,,,,,,
0.45,0.455,,0.4525,-0.005,,,,,,,,,
0.5,0.505,,0.5025,-0.005,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.46,0.475,,0.4675,-0.015,,,,,,,,,
0.442,0.43,,0.436,0.012,,,,,,,,,
0.42,0.425,,0.4225,-0.005,,,,,,,,,
0.42,0.41,,0.415,0.01,,,,,,,,,
0.42,0.405,,0.4125,0.015,,,,,,,,,
0.458,0.435,,0.4465,0.023,,,,,,,,,
0.48,0.46,,0.47,0.02,,,,,,,,,
0.48,0.485,,0.4825,-0.005,,,,,,,,,
0.482,0.46,,0.471,0.022,,,,,,,,,
0.478,0.465,,0.4715,0.013,,,,,,,,,
0.482,0.485,,0.4835,-0.003,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.458,0.465,,0.4615,-0.007,,,,,,,,,
0.462,0.44,,0.451,0.022,,,,,,,,,
0.46,0.46,,0.46,-9.99E-16,,,,,,,,,
0.478,0.455,,0.4665,0.023,,,,,,,,,
0.462,0.46,,0.461,0.002,,,,,,,,,
0.478,0.45,,0.464,0.028,,,,,,,,,
0.46,0.465,,0.4625,-0.005,,,,,,,,,
0.5,0.475,,0.4875,0.025,,,,,,,,,
0.482,0.485,,0.4835,-0.003,,,,,,,,,
0.52,0.5,,0.51,0.02,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.498,0.475,,0.4865,0.023,,,,,,,,,
0.482,0.49,,0.486,-0.008,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.518,0.505,,0.5115,0.013,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.482,0.465,,0.4735,0.017,,,,,,,,,
0.478,0.48,,0.479,-0.002,,,,,,,,,
0.482,0.48,,0.481,0.002,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.45,,0.465,0.03,,,,,,,,,
0.46,0.485,,0.4725,-0.025,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.502,0.47,,0.486,0.032,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.504,0.49,,0.497,0.014,,,,,,,,,
0.476,0.465,,0.4705,0.011,,,,,,,,,
0.482,0.48,,0.481,0.002,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.48,0.465,,0.4725,0.015,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.48,0.45,,0.465,0.03,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.458,0.445,,0.4515,0.013,,,,,,,,,
0.46,0.465,,0.4625,-0.005,,,,,,,,,
0.462,0.47,,0.466,-0.008,,,,,,,,,
0.478,0.49,,0.484,-0.012,,,,,,,,,
0.5,0.495,,0.4975,0.005,,,,,,,,,
0.502,0.475,,0.4885,0.027,,,,,,,,,
0.498,0.475,,0.4865,0.023,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.48,0.45,,0.465,0.03,,,,,,,,,
0.462,0.44,,0.451,0.022,,,,,,,,,
0.438,0.435,,0.4365,0.003,,,,,,,,,
0.44,0.445,,0.4425,-0.005,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.482,0.46,,0.471,0.022,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.46,0.46,,0.46,-3.00E-15,,,,,,,,,
0.46,0.47,,0.465,-0.01,,,,,,,,,
0.48,0.475,,0.4775,0.005,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.5,0.555,,0.5275,-0.055,,,,,,,,,
0.462,0.48,,0.471,-0.018,,,,,,,,,
0.438,0.435,,0.4365,0.003,,,,,,,,,
0.462,0.435,,0.4485,0.027,,,,,,,,,
0.438,0.44,,0.439,-0.002,,,,,,,,,
0.462,0.45,,0.456,0.012,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.442,0.43,,0.436,0.012,,,,,,,,,
0.44,0.425,,0.4325,0.015,,,,,,,,,
0.438,0.435,,0.4365,0.003,,,,,,,,,
0.44,0.44,,0.44,0,,,,,,,,,
0.462,0.45,,0.456,0.012,,,,,,,,,
0.478,0.465,,0.4715,0.013,,,,,,,,,
0.46,0.445,,0.4525,0.015,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.458,0.455,,0.4565,0.003,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.46,0.46,,0.46,-9.99E-16,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.46,0.45,,0.455,0.01,,,,,,,,,
0.498,0.475,,0.4865,0.023,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.5,0.49,,0.495,0.01,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.462,0.455,,0.4585,0.007,,,,,,,,,
0.44,0.435,,0.4375,0.005,,,,,,,,,
0.42,0.415,,0.4175,0.005,,,,,,,,,
0.44,0.43,,0.435,0.01,,,,,,,,,
0.46,0.535,,0.4975,-0.075,,,,,,,,,
0.438,0.465,,0.4515,-0.027,,,,,,,,,
0.44,0.45,,0.445,-0.01,,,,,,,,,
0.462,0.45,,0.456,0.012,,,,,,,,,
0.458,0.45,,0.454,0.008,,,,,,,,,
0.482,0.47,,0.476,0.012,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.48,0.49,,0.485,-0.01,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.502,0.5,,0.501,0.002,,,,,,,,,
0.498,0.485,,0.4915,0.013,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.502,0.485,,0.4935,0.017,,,,,,,,,
0.478,0.47,,0.474,0.008,,,,,,,,,
0.502,0.49,,0.496,0.012,,,,,,,,,
0.498,0.49,,0.494,0.008,,,,,,,,,
0.502,0.505,,0.5035,-0.003,,,,,,,,,
0.518,0.5,,0.509,0.018,,,,,,,,,
0.5,0.5,,0.5,0,,,,,,,,,
0.5,0.485,,0.4925,0.015,,,,,,,,,
0.502,0.48,,0.491,0.022,,,,,,,,,
0.48,0.47,,0.475,0.01,,,,,,,,,
0.458,0.46,,0.459,-0.002,,,,,,,,,
0.5,0.475,,0.4875,0.025,,,,,,,,,
0.48,0.48,,0.48,0,,,,,,,,,
0.482,0.48,,0.481,0.002,,,,,,,,,
0.478,0.475,,0.4765,0.003,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.5,0.48,,0.49,0.02,,,,,,,,,
0.482,0.475,,0.4785,0.007,,,,,,,,,
0.458,0.445,,0.4515,0.013,,,,,,,,,
0.442,0.46,,0.451,-0.018,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.42,0.445,,0.4325,-0.025,,,,,,,,,
0.42,0.42,,0.42,0,,,,,,,,,
0.438,0.425,,0.4315,0.013,,,,,,,,,
0.46,0.455,,0.4575,0.005,,,,,,,,,
0.462,0.46,,0.461,0.002,,,,,,,,,
0.478,0.46,,0.469,0.018,,,,,,,,,
